"","SampleID","ASV","value","Sample","Sample_type","Flask","Individual","DPE","Selection","Strain","Density_cell_uL","SampleType2","Group","dph","Sample_name","Domain","Phylum","Class","Order","Family","Genus","Family2","ASV1","group2"
"157","A14K-L9_S47","ASV15",0,"A14K-L9_S47","Gut","A14",9,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A14_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"158","A14K-L9_S47","ASV6",7.75469291051576,"A14K-L9_S47","Gut","A14",9,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A14_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Aquaculture salmon strain"
"159","A14K-L9_S47","ASV71",0,"A14K-L9_S47","Gut","A14",9,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A14_9","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Aquaculture salmon strain"
"160","A14K-L9_S47","ASV55",0,"A14K-L9_S47","Gut","A14",9,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A14_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Aquaculture salmon strain"
"161","A2r-L10_S4","ASV1",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"162","A2r-L10_S4","ASV3",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"163","A2r-L10_S4","ASV4",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"164","A2r-L10_S4","ASV17",1.38244656662119,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Aquaculture salmon strain"
"165","A2r-L10_S4","ASV23",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Aquaculture salmon strain"
"166","A2r-L10_S4","ASV27",27.212369258754,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Aquaculture salmon strain"
"167","A2r-L10_S4","ASV15",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"168","A2r-L10_S4","ASV6",0.00909504320145521,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"169","A2r-L10_S4","ASV71",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Aquaculture salmon strain"
"170","A2r-L10_S4","ASV55",0,"A2r-L10_S4","Gut","A2",10,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Aquaculture salmon strain"
"171","A2r-L7_S1","ASV1",31.7924872355945,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"172","A2r-L7_S1","ASV3",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"173","A2r-L7_S1","ASV4",0.00911743253099927,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"174","A2r-L7_S1","ASV17",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Aquaculture salmon strain"
"175","A2r-L7_S1","ASV23",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Aquaculture salmon strain"
"176","A2r-L7_S1","ASV27",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Aquaculture salmon strain"
"177","A2r-L7_S1","ASV15",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"178","A2r-L7_S1","ASV6",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"179","A2r-L7_S1","ASV71",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Aquaculture salmon strain"
"180","A2r-L7_S1","ASV55",0,"A2r-L7_S1","Gut","A2",7,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Aquaculture salmon strain"
"181","A2r-L8_S2","ASV1",64.3425748009882,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"182","A2r-L8_S2","ASV3",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"183","A2r-L8_S2","ASV4",0.00914996797511209,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"184","A2r-L8_S2","ASV17",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Aquaculture salmon strain"
"185","A2r-L8_S2","ASV23",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Aquaculture salmon strain"
"186","A2r-L8_S2","ASV27",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Aquaculture salmon strain"
"187","A2r-L8_S2","ASV15",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"188","A2r-L8_S2","ASV6",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"189","A2r-L8_S2","ASV71",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Aquaculture salmon strain"
"190","A2r-L8_S2","ASV55",0,"A2r-L8_S2","Gut","A2",8,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Aquaculture salmon strain"
"191","A2r-L9_S3","ASV1",0.0184467810367091,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"192","A2r-L9_S3","ASV3",0.00922339051835455,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"193","A2r-L9_S3","ASV4",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"194","A2r-L9_S3","ASV17",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Aquaculture salmon strain"
"195","A2r-L9_S3","ASV23",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Aquaculture salmon strain"
"196","A2r-L9_S3","ASV27",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Aquaculture salmon strain"
"197","A2r-L9_S3","ASV15",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Aquaculture salmon strain"
"198","A2r-L9_S3","ASV6",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Aquaculture salmon strain"
"199","A2r-L9_S3","ASV71",73.9900387382402,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Aquaculture salmon strain"
"200","A2r-L9_S3","ASV55",0,"A2r-L9_S3","Gut","A2",9,22,"r","Aquaculture salmon strain",NA,"Gut","Gut_Add-r","22","A2_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Aquaculture salmon strain"
"201","A3K-L10_S36","ASV1",39.2317494993628,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"202","A3K-L10_S36","ASV3",11.7695248498088,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-K: Aquaculture salmon strain"
"203","A3K-L10_S36","ASV4",0.737302020753687,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"204","A3K-L10_S36","ASV17",0,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-K: Aquaculture salmon strain"
"205","A3K-L10_S36","ASV23",8.35608956854178,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Aquaculture salmon strain"
"206","A3K-L10_S36","ASV27",0,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Aquaculture salmon strain"
"207","A3K-L10_S36","ASV15",0,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"208","A3K-L10_S36","ASV6",12.6251592936465,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Aquaculture salmon strain"
"209","A3K-L10_S36","ASV71",0,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Aquaculture salmon strain"
"210","A3K-L10_S36","ASV55",0,"A3K-L10_S36","Gut","A3",10,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Aquaculture salmon strain"
"211","A3K-L7_S33","ASV1",17.2014585232452,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"212","A3K-L7_S33","ASV3",9.52597994530538,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-K: Aquaculture salmon strain"
"213","A3K-L7_S33","ASV4",13.8559708295351,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"214","A3K-L7_S33","ASV17",0,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-K: Aquaculture salmon strain"
"215","A3K-L7_S33","ASV23",0.0182315405651778,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Aquaculture salmon strain"
"216","A3K-L7_S33","ASV27",0,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Aquaculture salmon strain"
"217","A3K-L7_S33","ASV15",9.44393801276208,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"218","A3K-L7_S33","ASV6",0,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Aquaculture salmon strain"
"219","A3K-L7_S33","ASV71",0,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Aquaculture salmon strain"
"220","A3K-L7_S33","ASV55",0,"A3K-L7_S33","Gut","A3",7,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Aquaculture salmon strain"
"221","A3K-L8_S34","ASV1",21.7447081462476,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"222","A3K-L8_S34","ASV3",0,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-K: Aquaculture salmon strain"
"223","A3K-L8_S34","ASV4",24.5028864656831,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
"224","A3K-L8_S34","ASV17",2.99642628058279,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-K: Aquaculture salmon strain"
"225","A3K-L8_S34","ASV23",0,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Aquaculture salmon strain"
"226","A3K-L8_S34","ASV27",0,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Aquaculture salmon strain"
"227","A3K-L8_S34","ASV15",0,"A3K-L8_S34","Gut","A3",8,22,"K","Aquaculture salmon strain",NA,"Gut","Gut_Add-K","22","A3_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Aquaculture salmon strain"
