"","SampleID","ASV","value","Sample","Sample_type","Flask","Individual","DPE","Selection","Strain","Density_cell_uL","SampleType2","Group","dph","Sample_name","Domain","Phylum","Class","Order","Family","Genus","Family2","ASV1","group2"
"325","W10K-L10_S60","ASV23",0,"W10K-L10_S60","Gut","W10",10,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Wiltype salmon strain"
"326","W10K-L10_S60","ASV27",0,"W10K-L10_S60","Gut","W10",10,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_10","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Wiltype salmon strain"
"327","W10K-L10_S60","ASV15",0,"W10K-L10_S60","Gut","W10",10,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"328","W10K-L10_S60","ASV6",0,"W10K-L10_S60","Gut","W10",10,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"329","W10K-L10_S60","ASV71",0,"W10K-L10_S60","Gut","W10",10,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_10","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Wiltype salmon strain"
"330","W10K-L10_S60","ASV55",0,"W10K-L10_S60","Gut","W10",10,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Wiltype salmon strain"
"331","W10K-L7_S57","ASV1",2.90581162324649,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"332","W10K-L7_S57","ASV3",7.04135543814903,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"333","W10K-L7_S57","ASV4",0.00910912734560029,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"334","W10K-L7_S57","ASV17",0,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-K: Wiltype salmon strain"
"335","W10K-L7_S57","ASV23",0,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Wiltype salmon strain"
"336","W10K-L7_S57","ASV27",0,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Wiltype salmon strain"
"337","W10K-L7_S57","ASV15",0,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"338","W10K-L7_S57","ASV6",0.063763891419202,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"339","W10K-L7_S57","ASV71",0,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Wiltype salmon strain"
"340","W10K-L7_S57","ASV55",2.16797230825287,"W10K-L7_S57","Gut","W10",7,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Wiltype salmon strain"
"341","W10K-L8_S58","ASV1",0.0091000091000091,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"342","W10K-L8_S58","ASV3",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"343","W10K-L8_S58","ASV4",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"344","W10K-L8_S58","ASV17",4.83210483210483,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-K: Wiltype salmon strain"
"345","W10K-L8_S58","ASV23",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Wiltype salmon strain"
"346","W10K-L8_S58","ASV27",12.048412048412,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Wiltype salmon strain"
"347","W10K-L8_S58","ASV15",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"348","W10K-L8_S58","ASV6",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"349","W10K-L8_S58","ASV71",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Wiltype salmon strain"
"350","W10K-L8_S58","ASV55",0,"W10K-L8_S58","Gut","W10",8,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Wiltype salmon strain"
"351","W10K-L9_S59","ASV1",9.40820813484793,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"352","W10K-L9_S59","ASV3",12.1564675705387,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"353","W10K-L9_S59","ASV4",0.897764748992305,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"354","W10K-L9_S59","ASV17",0,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-K: Wiltype salmon strain"
"355","W10K-L9_S59","ASV23",0,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-K: Wiltype salmon strain"
"356","W10K-L9_S59","ASV27",0,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-K: Wiltype salmon strain"
"357","W10K-L9_S59","ASV15",0,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-K: Wiltype salmon strain"
"358","W10K-L9_S59","ASV6",9.96702088677171,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-K: Wiltype salmon strain"
"359","W10K-L9_S59","ASV71",0,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-K: Wiltype salmon strain"
"360","W10K-L9_S59","ASV55",0,"W10K-L9_S59","Gut","W10",9,22,"K","Wiltype salmon strain",NA,"Gut","Gut_Add-K","22","W10_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-K: Wiltype salmon strain"
"361","W13r-L10_S32","ASV1",0.00909421607857403,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"362","W13r-L10_S32","ASV3",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"363","W13r-L10_S32","ASV4",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"364","W13r-L10_S32","ASV17",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Wiltype salmon strain"
"365","W13r-L10_S32","ASV23",11.7042560931248,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Wiltype salmon strain"
"366","W13r-L10_S32","ASV27",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Wiltype salmon strain"
"367","W13r-L10_S32","ASV15",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"368","W13r-L10_S32","ASV6",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"369","W13r-L10_S32","ASV71",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Wiltype salmon strain"
"370","W13r-L10_S32","ASV55",0,"W13r-L10_S32","Gut","W13",10,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_10","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Wiltype salmon strain"
"371","W13r-L7_S29","ASV1",0.00918611060077163,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"372","W13r-L7_S29","ASV3",29.3588094800661,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"373","W13r-L7_S29","ASV4",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"374","W13r-L7_S29","ASV17",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Wiltype salmon strain"
"375","W13r-L7_S29","ASV23",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Wiltype salmon strain"
"376","W13r-L7_S29","ASV27",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Wiltype salmon strain"
"377","W13r-L7_S29","ASV15",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"378","W13r-L7_S29","ASV6",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"379","W13r-L7_S29","ASV71",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Wiltype salmon strain"
"380","W13r-L7_S29","ASV55",0,"W13r-L7_S29","Gut","W13",7,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_7","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Wiltype salmon strain"
"381","W13r-L8_S30","ASV1",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"382","W13r-L8_S30","ASV3",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"383","W13r-L8_S30","ASV4",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"384","W13r-L8_S30","ASV17",0.64574806730332,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Wiltype salmon strain"
"385","W13r-L8_S30","ASV23",0.509322419281492,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Wiltype salmon strain"
"386","W13r-L8_S30","ASV27",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Wiltype salmon strain"
"387","W13r-L8_S30","ASV15",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"388","W13r-L8_S30","ASV6",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"389","W13r-L8_S30","ASV71",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Firmicutes","c_Clostridia","o_Clostridiales","uncl_o_Clostridiales","uncl_o_Clostridiales","Unassigned","ASV71 (o:Clostridiales)","Gut_Add-r: Wiltype salmon strain"
"390","W13r-L8_S30","ASV55",0,"W13r-L8_S30","Gut","W13",8,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_8","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","g_Massilia","Oxalobacteraceae","ASV55 (g:Massilia)","Gut_Add-r: Wiltype salmon strain"
"391","W13r-L9_S31","ASV1",0,"W13r-L9_S31","Gut","W13",9,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"392","W13r-L9_S31","ASV3",0.00911078717201166,"W13r-L9_S31","Gut","W13",9,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_9","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)","Gut_Add-r: Wiltype salmon strain"
"393","W13r-L9_S31","ASV4",0,"W13r-L9_S31","Gut","W13",9,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_9","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)","Gut_Add-r: Wiltype salmon strain"
"394","W13r-L9_S31","ASV17",12.7095481049563,"W13r-L9_S31","Gut","W13",9,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_9","d_Bacteria","p_Firmicutes","c_Bacilli","o_Bacillales","f_Staphylococcaceae","g_Staphylococcus","Staphylococcaceae","ASV17 (g:Staphylococcus)","Gut_Add-r: Wiltype salmon strain"
"395","W13r-L9_S31","ASV23",0,"W13r-L9_S31","Gut","W13",9,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_9","d_Bacteria","p_Firmicutes","c_Bacilli","o_Lactobacillales","f_Streptococcaceae","g_Streptococcus","Streptococcaceae","ASV23 (g:Streptococcus)","Gut_Add-r: Wiltype salmon strain"
"396","W13r-L9_S31","ASV27",0,"W13r-L9_S31","Gut","W13",9,22,"r","Wiltype salmon strain",NA,"Gut","Gut_Add-r","22","W13_9","d_Bacteria","p_Actinobacteria","c_Actinobacteria","o_Actinomycetales","f_Propionibacteriaceae","g_Propionibacterium","Propionibacteriaceae","ASV27 (g:Propionibacterium)","Gut_Add-r: Wiltype salmon strain"
