"","SampleID","ASV","value","Sample","Sample_type","Flask","Individual","DPE","Selection","Strain","Density_cell_uL","SampleType2","Group","dph","Sample_name","Domain","Phylum","Class","Order","Family","Genus","Family2","ASV1"
"78","K7b-aw_S81","ASV804",0.00916254352208173,"K7b-aw_S81","Intake water",NA,NA,21,"K",NA,"380","AW","AW_Add-K","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV804 (g:Pseudomonas)"
"79","K7b-aw_S81","ASV239",0,"K7b-aw_S81","Intake water",NA,NA,21,"K",NA,"380","AW","AW_Add-K","21","21","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","Unassigned","ASV239 (c:Betaproteobacteria)"
"80","K7b-aw_S81","ASV605",0,"K7b-aw_S81","Intake water",NA,NA,21,"K",NA,"380","AW","AW_Add-K","21","21","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV605 (f:Oxalobacteraceae)"
"81","r4-aw_S84","ASV1",23.0389016018307,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)"
"82","r4-aw_S84","ASV3",19.6979405034325,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)"
"83","r4-aw_S84","ASV4",10.0503432494279,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)"
"84","r4-aw_S84","ASV14",0.521739130434783,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Moraxellaceae","uncl_f_Moraxellaceae","Moraxellaceae","ASV14 (f:Moraxellaceae)"
"85","r4-aw_S84","ASV39",0.0091533180778032,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","uncl_f_Comamonadaceae","Comamonadaceae","ASV39 (f:Comamonadaceae)"
"86","r4-aw_S84","ASV15",0.0183066361556064,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)"
"87","r4-aw_S84","ASV6",4.71395881006865,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)"
"88","r4-aw_S84","ASV28",0.0091533180778032,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","o_Sphingomonadales","f_Sphingomonadaceae","g_Sphingomonas","Sphingomonadaceae","ASV28 (g:Sphingomonas)"
"89","r4-aw_S84","ASV150",0.668192219679634,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","uncl_o_Pseudomonadales","uncl_o_Pseudomonadales","Unassigned","ASV150 (o:Pseudomonadales)"
"90","r4-aw_S84","ASV38",0,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","g_Acidovorax","Comamonadaceae","ASV38 (g:Acidovorax)"
"91","r4-aw_S84","ASV18",5.07093821510297,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV18 (p:Proteobacteria)"
"92","r4-aw_S84","ASV24",5.40961098398169,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV24 (p:Proteobacteria)"
"93","r4-aw_S84","ASV19",4.70480549199085,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV19 (p:Proteobacteria)"
"94","r4-aw_S84","ASV52",0.0183066361556064,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","Unassigned","ASV52 (c:Alphaproteobacteria)"
"95","r4-aw_S84","ASV25",0.247139588100687,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV25 (g:Pseudomonas)"
"96","r4-aw_S84","ASV29",2.81006864988558,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","Unassigned","ASV29 (c:Gammaproteobacteria)"
"97","r4-aw_S84","ASV26",2.75514874141876,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV26 (p:Proteobacteria)"
"98","r4-aw_S84","ASV804",1.34553775743707,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV804 (g:Pseudomonas)"
"99","r4-aw_S84","ASV239",1.62929061784897,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","Unassigned","ASV239 (c:Betaproteobacteria)"
"100","r4-aw_S84","ASV605",1.18077803203661,"r4-aw_S84","Intake water",NA,NA,14,"r",NA,"190","AW","AW_Add-r","14","14","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV605 (f:Oxalobacteraceae)"
"101","r5-aw_S86","ASV1",24.63555514807,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)"
"102","r5-aw_S86","ASV3",5.00595947556615,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)"
"103","r5-aw_S86","ASV4",13.3492252681764,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)"
"104","r5-aw_S86","ASV14",1.07270560190703,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Moraxellaceae","uncl_f_Moraxellaceae","Moraxellaceae","ASV14 (f:Moraxellaceae)"
"105","r5-aw_S86","ASV39",0,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","uncl_f_Comamonadaceae","Comamonadaceae","ASV39 (f:Comamonadaceae)"
"106","r5-aw_S86","ASV15",0.0366736957916934,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)"
"107","r5-aw_S86","ASV6",1.21023196112588,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)"
"108","r5-aw_S86","ASV28",0,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","o_Sphingomonadales","f_Sphingomonadaceae","g_Sphingomonas","Sphingomonadaceae","ASV28 (g:Sphingomonas)"
"109","r5-aw_S86","ASV150",1.48528467956358,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","uncl_o_Pseudomonadales","uncl_o_Pseudomonadales","Unassigned","ASV150 (o:Pseudomonadales)"
"110","r5-aw_S86","ASV38",0,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","g_Acidovorax","Comamonadaceae","ASV38 (g:Acidovorax)"
"111","r5-aw_S86","ASV18",3.47483267626295,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV18 (p:Proteobacteria)"
"112","r5-aw_S86","ASV24",2.30127441092876,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV24 (p:Proteobacteria)"
"113","r5-aw_S86","ASV19",2.29210598698084,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV19 (p:Proteobacteria)"
"114","r5-aw_S86","ASV52",0.0275052718437701,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","Unassigned","ASV52 (c:Alphaproteobacteria)"
"115","r5-aw_S86","ASV25",0.485926469239938,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV25 (g:Pseudomonas)"
"116","r5-aw_S86","ASV29",1.42110571192812,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","Unassigned","ASV29 (c:Gammaproteobacteria)"
"117","r5-aw_S86","ASV26",0.889337122948565,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV26 (p:Proteobacteria)"
"118","r5-aw_S86","ASV804",1.18272668928211,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV804 (g:Pseudomonas)"
"119","r5-aw_S86","ASV239",0.815989731365178,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","Unassigned","ASV239 (c:Betaproteobacteria)"
"120","r5-aw_S86","ASV605",0.440084349500321,"r5-aw_S86","Intake water",NA,NA,16,"r",NA,"1040","AW","AW_Add-r","16","16","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV605 (f:Oxalobacteraceae)"
"121","r6-aw_S88","ASV1",23.5963302752294,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)"
"122","r6-aw_S88","ASV3",13.6238532110092,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)"
"123","r6-aw_S88","ASV4",11.4954128440367,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)"
"124","r6-aw_S88","ASV14",0.761467889908257,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Moraxellaceae","uncl_f_Moraxellaceae","Moraxellaceae","ASV14 (f:Moraxellaceae)"
"125","r6-aw_S88","ASV39",0,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","uncl_f_Comamonadaceae","Comamonadaceae","ASV39 (f:Comamonadaceae)"
"126","r6-aw_S88","ASV15",0.018348623853211,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)"
"127","r6-aw_S88","ASV6",3.5045871559633,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)"
"128","r6-aw_S88","ASV28",0.00917431192660551,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","o_Sphingomonadales","f_Sphingomonadaceae","g_Sphingomonas","Sphingomonadaceae","ASV28 (g:Sphingomonas)"
"129","r6-aw_S88","ASV150",1.04587155963303,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","uncl_o_Pseudomonadales","uncl_o_Pseudomonadales","Unassigned","ASV150 (o:Pseudomonadales)"
"130","r6-aw_S88","ASV38",0,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","g_Acidovorax","Comamonadaceae","ASV38 (g:Acidovorax)"
"131","r6-aw_S88","ASV18",5.37614678899083,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV18 (p:Proteobacteria)"
"132","r6-aw_S88","ASV24",4.91743119266055,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV24 (p:Proteobacteria)"
"133","r6-aw_S88","ASV19",4.40366972477064,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV19 (p:Proteobacteria)"
"134","r6-aw_S88","ASV52",0.00917431192660551,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","Unassigned","ASV52 (c:Alphaproteobacteria)"
"135","r6-aw_S88","ASV25",0.284403669724771,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV25 (g:Pseudomonas)"
"136","r6-aw_S88","ASV29",2.57798165137615,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","Unassigned","ASV29 (c:Gammaproteobacteria)"
"137","r6-aw_S88","ASV26",2.31192660550459,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV26 (p:Proteobacteria)"
"138","r6-aw_S88","ASV804",1.24770642201835,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV804 (g:Pseudomonas)"
"139","r6-aw_S88","ASV239",1.37614678899083,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","uncl_c_Betaproteobacteria","Unassigned","ASV239 (c:Betaproteobacteria)"
"140","r6-aw_S88","ASV605",0.899082568807339,"r6-aw_S88","Intake water",NA,NA,18,"r",NA,"No data","AW","AW_Add-r","18","18","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV605 (f:Oxalobacteraceae)"
"141","r7b-aw_S82","ASV1",24.8491497531541,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV1 (g:Pseudomonas)"
"142","r7b-aw_S82","ASV3",0.457121960138965,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV3 (f:Oxalobacteraceae)"
"143","r7b-aw_S82","ASV4",11.6566099835436,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV4 (g:Pseudomonas)"
"144","r7b-aw_S82","ASV14",0.0731395136222344,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Moraxellaceae","uncl_f_Moraxellaceae","Moraxellaceae","ASV14 (f:Moraxellaceae)"
"145","r7b-aw_S82","ASV39",3.77582739074785,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","uncl_f_Comamonadaceae","Comamonadaceae","ASV39 (f:Comamonadaceae)"
"146","r7b-aw_S82","ASV15",0.0091424392027793,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV15 (g:Pseudomonas)"
"147","r7b-aw_S82","ASV6",0.118851709636131,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Oxalobacteraceae","uncl_f_Oxalobacteraceae","Oxalobacteraceae","ASV6 (f:Oxalobacteraceae)"
"148","r7b-aw_S82","ASV28",8.47504114097641,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","o_Sphingomonadales","f_Sphingomonadaceae","g_Sphingomonas","Sphingomonadaceae","ASV28 (g:Sphingomonas)"
"149","r7b-aw_S82","ASV150",0.091424392027793,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","uncl_o_Pseudomonadales","uncl_o_Pseudomonadales","Unassigned","ASV150 (o:Pseudomonadales)"
"150","r7b-aw_S82","ASV38",5.75059425854818,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Betaproteobacteria","o_Burkholderiales","f_Comamonadaceae","g_Acidovorax","Comamonadaceae","ASV38 (g:Acidovorax)"
"151","r7b-aw_S82","ASV18",0.39312488571951,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV18 (p:Proteobacteria)"
"152","r7b-aw_S82","ASV24",0.301700493691717,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV24 (p:Proteobacteria)"
"153","r7b-aw_S82","ASV19",0.246845858475041,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV19 (p:Proteobacteria)"
"154","r7b-aw_S82","ASV52",0.0182848784055586,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","uncl_c_Alphaproteobacteria","Unassigned","ASV52 (c:Alphaproteobacteria)"
"155","r7b-aw_S82","ASV25",0.557688791369537,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV25 (g:Pseudomonas)"
"156","r7b-aw_S82","ASV29",0.173706344852807,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","uncl_c_Gammaproteobacteria","Unassigned","ASV29 (c:Gammaproteobacteria)"
"157","r7b-aw_S82","ASV26",0.100566831230572,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","uncl_p_Proteobacteria","Unassigned","ASV26 (p:Proteobacteria)"
"158","r7b-aw_S82","ASV804",0.228560980069483,"r7b-aw_S82","Intake water",NA,NA,21,"r",NA,"530","AW","AW_Add-r","21","21","d_Bacteria","p_Proteobacteria","c_Gammaproteobacteria","o_Pseudomonadales","f_Pseudomonadaceae","g_Pseudomonas","Pseudomonadaceae","ASV804 (g:Pseudomonas)"
